iau_id1,eng_name,orig_name,foundedyr,yrclosed,private01,divisions,phd_granting,specialized,countrycode,latitude,longitude
IAU-026611-1,Fuzhou University Zhicheng College,Fuzhou Daxue Zhicheng Xueyuan,2003,,1,14,0,0,CHN,26.0761956,119.2739055
IAU-026613-1,"Chengyi University College, Jimei University",Jimei Daxue Chengyi Xueyuan,2003,,1,9,0,0,CHN,24.588845,118.095015
IAU-026614-1,Concord University College Fujian Normal University,Fujian Shifan Daxue Xiehe Xueyuan (CUC),2003,,1,8,0,0,CHN,26.022004,119.203969
IAU-026615-1,Fuzhou University Of International Studies And Trade,Fuzhou Waiyu Waimao Xueyuan (FUIST),2004,,1,7,0,0,CHN,26.0818505,119.2865017
IAU-026616-1,Quanzhou University Of Information Engineering,Quanzhou Xinxi Gongcheng Xueyuan,2002,,1,0,0,0,CHN,24.885237,118.61013
IAU-026617-1,Fuzhou Institute Of Technology,Fuzhou Ligong Xueyuan,2004,,1,6,0,1,CHN,26.084721,119.372218
IAU-026618-1,Jinshan College Of Fujian Agriculture And Forestry University,Fujian Nonglin Daxue Jinshan Xueyuan,2006,,1,8,0,0,CHN,26.0816125,119.2387035
IAU-026619-1,College Of Arts & Science Of Jianghan University,Jianghan Daxue Wenli Xueyuan,2002,,1,10,0,1,CHN,30.601749,114.291077
IAU-026620-1,Guangdong Baiyun University,Guangdong Baiyun Xueyuan (BaiyunU),1989,,1,12,0,0,CHN,23.272722,113.209421
IAU-026621-1,"University Of Electronic Science And Technology Of China, Zhongshan Institute",Dianzi Keji Daxue Zhongshan Xueyuan,1986,,1,9,0,1,CHN,43.6609086,-79.3959518
IAU-026622-1,Guangdong Peizheng College,Guangdong Peizheng Xueyuan,1993,,1,0,0,0,CHN,23.4099671,113.0927302
IAU-026623-1,Neusoft Institute Guangdong,NUIT,2003,,1,7,0,1,CHN,23.138339,113.024866
IAU-026624-1,Guangzhou College Of South China University Of Technology,Huanan Ligong Daxue Guangzhou Xueyuan,2006,,1,14,0,0,CHN,23.34675,113.28583
IAU-026625-1,Nanfang College Of Sun Yat-Sen University,Zhongshan Daxue Nanfang Xueyuan,2006,,1,12,0,0,CHN,23.643821,113.671407
IAU-026627-1,Huashang College Guangdong University Of Finance & Economics,Guangdong Caijing Daxue Huashang Xueyuan,2006,,1,9,0,0,CHN,23.255111,113.78058
IAU-026629-1,Huali College Guangdong University Of Technology,Guangdong Gongye Daxue Huali Xueyuan (HLC),1999,,1,8,0,0,CHN,23.238826,113.864203
IAU-026630-1,Guangzhou College Of Commerce,Guangzhou Shangxueyuan (GCC),1999,,1,11,0,0,CHN,23.131662,113.436058
IAU-026631-1,"Beijiing Institute Of Technology, Zhuhai",Beijing Ligong Daxue Zhuhai Xueyuan,2004,,1,13,0,1,CHN,22.3665667,113.5469796
IAU-026633-1,Guangdong Polytechnic College,Guangdong Ligong Xueyuan (GPC),1995,,1,10,0,0,CHN,23.143648,113.273739
IAU-026634-1,City College Of Dongguan University Of Technology,Dongwan Ligong Xueyuan Chengshi Xueyuan,2004,,1,10,0,0,CHN,22.95813,113.9835
IAU-026636-1,"Beijing Normal University, Hong Kong Baptist University, United International College",Beijing Shifan Daxue-Xianggang Qinhui Daxue Lianhe Guoji Xueyuan (UIC),2005,,1,4,1,0,CHN,22.346861,113.539382
IAU-026638-1,"The Chinese University Of Hong Kong, Shenzhen",Xianggang Zhongwen Daxue (Shenzhen) (CUHK (SZ)),2014,,1,6,1,0,CHN,22.687845,114.209931
IAU-026640-1,Hubei University Of Technology Engineering And Technology College,Hubei Gongye Daxue Gongcheng Jishu Xueyuan,2002,,1,9,0,0,CHN,30.481761,114.31096
IAU-026658-1,City Institute,Dalian Ligong Daxue Chengshi Xueyuan (DUT),2003,,1,6,0,1,CHN,38.8806979,121.5278186
IAU-026660-1,Shenyang Institute Of Technology,Shenyang Gongxueyuan,1999,,1,0,0,1,CHN,41.7422794,123.2344705
IAU-026661-1,"College Of Arts & Information Engineering, Dalian Polytechnic University",Dalian Gongye Daxue Yishu yu Xinxi Gongcheng Xueyuan,2002,,1,0,0,1,CHN,38.880381,121.529021
IAU-026662-1,Dalian University Of Science And Technology,Dalian Keji Xueyuan,2002,,1,8,0,0,CHN,43.8566281,-79.3328456
IAU-026664-1,Medical College Of Jinzhou Medical University,Jinzhou Yike Daxue Yiliao Xueyuan,1999,,1,0,0,0,CHN,41.14919,121.141612
IAU-026666-1,Liaoning Normal University Huaihua College,Liaoning Shifan Daxue Haihua Xueyuan,2000,,1,6,0,0,CHN,38.926091,121.482732
IAU-026668-1,Liaoning Institute Of Science And Engineering,Liaoning Ligong Xueyuan,1999,,1,8,0,1,CHN,41.09106,121.12438
IAU-026670-1,Dalian University Of Finance And Economics,Dalian Caijing Xueyuan,2001,,1,5,0,0,CHN,38.876672,121.549827
IAU-026672-1,Shenyang City University,Shenyang Chengshi Xueyuan (SYCU),2001,,1,10,0,0,CHN,41.625318,123.5387501
IAU-026674-1,Dalian Art College,Dalian Yishu Xueyuan,2003,,1,11,0,1,CHN,39.094558,121.834396
IAU-026675-1,Liaoning University Of Traditional Chinese Medicine Xinglin College,Liaoning Zhongyiyue Daxyue Xinglin Xueyuan,2001,,1,0,0,0,CHN,41.831508,123.433675
IAU-026676-1,Dalian Neusoft University Of Information,Dalian Dongruan Xinxi Xueyuan (DNUI),2001,,1,11,0,0,CHN,38.889698,121.53504
IAU-026677-1,Liaoning Communication University,Liaoning Chuanmei Xueyuan (LCNU),1991,,1,11,0,0,CHN,41.923557,123.41692
IAU-026685-1,Qingdao Huanghai University,Qingdao Huanghai Xueyuan (QHHU),1996,,1,12,0,0,CHN,35.9256994,120.1104338
IAU-026686-1,Shandong Xiandai University,Shandong Xiandai Xueyuan,1993,,1,7,0,0,CHN,35.8812758,119.9835573
IAU-026687-1,"Wenjing College, Yantai University",Yantai Daxue Wenjing Xueyuan,2003,,1,5,0,0,CHN,37.794254,120.757747
IAU-026689-1,Liaocheng University Dongchang College,Liaocheng Daxue Dongchang Xueyuan,2002,,1,10,0,0,CHN,36.448138,116.039863
IAU-026690-1,Qingdao University Of Technology Qindao College,Qingdao Ligong Daxue Qindao Xueyuan,2004,,1,8,0,0,CHN,36.304602,120.506162
IAU-026691-1,Shandong Normal University-Lishan College,Shandong Shifan Daxue Lishan Xueyuan,2005,,1,11,0,0,CHN,36.652703,117.042083
IAU-026694-1,Shengli College China University Of Petroleum,Zhongguo Shiyou Daxue Shengli Xueyuan,2003,,1,7,0,0,CHN,37.47166,118.57576
IAU-026695-1,Shandong Huayu University Of Technology Of Technology,Shandong Huayu Gongxueyuan,2002,,1,10,0,0,CHN,37.46231,116.36701
IAU-026697-1,"Haidu College, Qingdao Agricultural University",Qingdao Nongye Daxue Haidu Xueyuan,2005,,1,0,0,0,CHN,36.321259,120.39659
IAU-026698-1,Qilu Institute Of Technology,Qilu Ligong Xueyuan (QIT),2005,,1,8,0,1,CHN,36.67868,117.544072
IAU-026699-1,University Of Jinan Quancheng College,Jinan Daxue Quancheng Xueyuan,2005,,1,6,0,0,CHN,36.631037,117.020554
IAU-026700-1,Beijing Film Academy Modern Creative Media College,Beijing Dianying Xueyuan Xiandai Chuangyi Meiti Xueyuan,2011,,1,8,0,1,CHN,39.948865,116.4312274
IAU-026701-1,"Qinggong College, North China University Of Science And Technology",Huabei Ligong Daxue Qinggong Xueyuan,2001,,1,7,0,0,CHN,39.953891,119.619204
IAU-026702-1,Polytechnic College Of Hebei University Of Science And Technology,Hebei Keji Daxue Ligong Xueyuan,2001,,1,1,0,0,CHN,38.0340607,114.5148152
IAU-026703-1,Huihua College Of Hebei Normal University,Hebei Shifan Daxue Huihua Xueyuan,2001,,1,9,0,0,CHN,37.999615,114.4611985
IAU-026704-1,College Of Economics & Management Hebei University Of Economics And Business,Hebei Jingmao Daxue Jingji Guanli Xueyuan,2001,,1,6,0,0,CHN,38.135144,114.49548
IAU-026706-1,North China Electric Power University Science & Technology College,Huabei Dianli Daxue Keji Xueyuan,2002,,1,6,0,0,CHN,40.0897592,116.3097968
IAU-026707-1,Hubei Business College,Hubei Shangmao Xueyuan,1995,,1,10,0,0,CHN,30.5004968,114.3764091
IAU-026708-1,Science And Technology College Of Hubei Unversity Of Automotive Technology,Hubei Qiche Gongye Xueyuan Keji Xueyuan,2003,,1,5,0,0,CHN,32.647659,110.740973
IAU-026709-1,"Institute Of Medicine And Nursing, Hubei University Of Medicine",Hubei Yiyue Xueyuan Yaohu Xueyuan,2004,,1,0,0,1,CHN,32.622795,110.779299
IAU-026710-1,Science And Technology College Of Hubei Minzu University,Hubei Minzu Xueyuan Keji Xueyuan,2003,,1,8,0,0,CHN,30.325227,109.479806
IAU-026711-1,"Kexin College, Hebei University Of Engineering",Hebei Gongcheng Daxue Kexin Xueyuan,2001,,1,0,0,0,CHN,36.569295,114.498602
IAU-026712-1,Hebei University Of Technology City College,Hebei Gongye Daxue Chengshi Xueyuan,2001,,1,0,0,0,CHN,39.179635,117.165882
IAU-026713-1,"Liren College, Yanshan University",Yanshan Daxue Liren Xueyuan,2001,,1,6,0,0,CHN,39.902361,119.540166
IAU-026714-1,Shijiazhuang Tiedao University Sifang College,Shijiazhuang Tiedao Daxue Sifang Xueyuan,2001,,1,12,0,0,CHN,29.7435429,120.194897
IAU-026715-1,Huaxin College Of Hebei Geo University,Hebei Dizhi Daxue Huaxin Xueyuan,2001,,1,8,0,0,CHN,38.019724,114.548111
IAU-026716-1,Jitang College Of North China University Of Science And Technology,Huabei Ligong Daxue Jitang Xueyuan,2001,,1,9,0,0,CHN,39.177606,118.347549
IAU-026718-1,Beijing University Of Chinese Medicine Dongfang College,Beijing Zhongyiyao Daxue Dongfang Xueyuan,2005,,1,8,0,0,CHN,39.784863,116.750915
IAU-026719-1,Beijing Jiaotong University Haibin College,Beijing Jiaotong Daxue Haibin Xueyuan,2008,,1,9,0,0,CHN,38.38195,117.317141
IAU-026721-1,Law & Business College Of Hubei University Of Economics,Hubei Jingji Xueyuan Fashang Xueyuan,2003,,1,13,0,0,CHN,30.417239,114.4281431
IAU-026724-1,Huanghe Jiaotong University,Huanghe Jiaotong Xueyuan (HJTU),1995,,1,9,0,0,CHN,31.0252201,121.4337784
IAU-026725-1,Henan University Minsheng College,Henan Daxue Minsheng Xueyuan,2003,,1,7,0,0,CHN,34.808921,114.369752
IAU-026728-1,Sanquan Medical College,Xinxiang Yixueyuan Sanquan Xueyuan,2003,,1,16,0,0,CHN,34.994455,113.682256
IAU-026730-1,"College Of Technology, Hubei Engineering University",Hubei Gongcheng Xueyuan Xin Jishu Xueyuan,2003,,1,5,0,0,CHN,30.58052,114.32486
IAU-026731-1,Wenhua College,Wenhua Xueyuan,2003,,1,6,0,0,CHN,30.504251,114.400246
IAU-026732-1,Wuhan College,Wuhan Xueyuan,2003,,1,8,0,0,CHN,30.407792,114.293016
IAU-026738-1,Modern College Of Northwest University,Xibei Daxue Xiandai Xueyuan,2003,,1,0,0,0,CHN,43.7734535,-79.5018684
IAU-026740-1,Haojing College Of Shaanxi Universit Of Science & Technology,Shaanxi Keji Daxue Haojing Xueyuan,2004,,1,10,0,0,CHN,34.381105,108.978476
IAU-026850-1,Northwestern Polytechnical University Mingde College,Xibei Gongye Daxue Mingde Xueyuan (NPUMD),2005,,1,7,0,0,CHN,34.03737,108.764462
IAU-026851-1,Chang'An University Xinghua College,Chang'an Daxue Xinghua Xueyuan,2006,,1,4,0,0,CHN,34.070486,108.967794
IAU-026852-1,The Hi-Tech College Of Xi'An University Of Technology,Xi'an Ligong Daxue Gaoke Xueyuan,2006,,1,0,0,0,CHN,34.251836,108.993218
IAU-026875-1,Changchun Guanghua University,Changchun Guanghua Xueyuan,2000,,1,11,0,0,CHN,43.877035,125.434312
IAU-026876-1,College Of Umanities & Information Changchun University Of Technology,Changchun Gongye Daxue Renwen Xinxi Xueyuan,1999,,1,13,0,0,CHN,43.6609086,-79.3959518
